delta, cmd
"0:12:20.941015", "dd if=/dev/zero of=./zero bs=1M count=30720"
"0:00:03.285904", "rm ./zero"
"0:12:17.189485", "dd if=/dev/zero of=./zero bs=1M count=30720"
"0:00:03.255326", "rm ./zero"
"0:12:18.122748", "dd if=/dev/zero of=./zero bs=1M count=30720"
"0:00:03.297991", "rm ./zero"
