delta, cmd
"0:00:43.327187", "dd if=/dev/zero of=./zero bs=1M count=30720"
"0:00:03.469726", "rm ./zero"
"0:00:33.214673", "dd if=/dev/zero of=./zero bs=1M count=30720"
"0:00:03.347938", "rm ./zero"
"0:00:38.301533", "dd if=/dev/zero of=./zero bs=1M count=30720"
"0:00:03.322549", "rm ./zero"
