delta, cmd
"0:11:02.173882", "dd if=/dev/zero of=./zero bs=1M count=30720"
"0:00:03.438368", "rm ./zero"
"0:10:48.646413", "dd if=/dev/zero of=./zero bs=1M count=30720"
"0:00:03.290408", "rm ./zero"
"0:10:47.742425", "dd if=/dev/zero of=./zero bs=1M count=30720"
"0:00:03.285171", "rm ./zero"
