delta, cmd
"0:12:08.305232", "dd if=/dev/zero of=./zero bs=4k count=7864320"
"0:00:02.417779", "rm ./zero"
"0:14:02.436334", "dd if=/dev/zero of=./zero bs=4k count=7864320"
"0:00:02.395984", "rm ./zero"
"0:14:03.026294", "dd if=/dev/zero of=./zero bs=4k count=7864320"
"0:00:02.558766", "rm ./zero"
