delta, cmd
"0:01:58.398574", "dd if=/dev/zero of=./zero bs=4k count=7864320"
"0:00:02.429280", "rm ./zero"
"0:02:01.111784", "dd if=/dev/zero of=./zero bs=4k count=7864320"
"0:00:02.433600", "rm ./zero"
"0:01:54.293237", "dd if=/dev/zero of=./zero bs=4k count=7864320"
"0:00:02.255842", "rm ./zero"
