machine,limits,benchmark,lower_is_better,class,repetition,result
"192.168.140.86","quota-6352","stressng-memory-memfd",false,"memory","rep-2",1034.098619
"192.168.140.86","quota-6352","stressng-memory-mincore",false,"memory","rep-2",16454.556531
"192.168.140.86","quota-6352","stressng-memory-null",false,"memory","rep-2",2672102.33187
"192.168.140.86","quota-6352","stressng-memory-pipe",false,"memory","rep-2",104762.806261
"192.168.140.86","quota-6352","stressng-memory-str",false,"memory","rep-2",9864.661408
"192.168.140.86","quota-6352","stressng-memory-zero",false,"memory","rep-2",1226082.06037
"192.168.140.86","quota-6352","stressng-cpu-cache-cache","cpu-cache","rep-2",25.30018
"192.168.140.86","quota-6352","stressng-cpu-cache-icache","cpu-cache","rep-2",2313.311803
"192.168.140.86","without","stressng-cpu-ackermann",false,"cpu","1",3.15482
"192.168.140.86","without","stressng-cpu-bitops",false,"cpu","1",3074.861512
"192.168.140.86","without","stressng-cpu-callfunc",false,"cpu","1",125187.937273
"192.168.140.86","without","stressng-cpu-cdouble",false,"cpu","1",7625.597818
"192.168.140.86","without","stressng-cpu-cfloat",false,"cpu","1",4010.061948
"192.168.140.86","without","stressng-cpu-clongdouble",false,"cpu","1",71.808481
"192.168.140.86","without","stressng-cpu-correlate",false,"cpu","1",61.433161
"192.168.140.86","without","stressng-cpu-crc16",false,"cpu","1",132.398052
"192.168.140.86","without","stressng-cpu-decimal32",false,"cpu","1",1477.435574
"192.168.140.86","without","stressng-cpu-decimal64",false,"cpu","1",1935.723389
"192.168.140.86","without","stressng-cpu-decimal128",false,"cpu","1",317.253142
"192.168.140.86","without","stressng-cpu-dither",false,"cpu","1",51.739009
"192.168.140.86","without","stressng-cpu-djb2a",false,"cpu","1",113655.576657
"192.168.140.86","without","stressng-cpu-double",false,"cpu","1",10521.85058
"192.168.140.86","without","stressng-cpu-euler",false,"cpu","1",8823188.32985
"192.168.140.86","without","stressng-cpu-explog",false,"cpu","1",140.335335
"192.168.140.86","without","stressng-cpu-fft",false,"cpu","1",431.707232
"192.168.140.86","without","stressng-cpu-fibonacci",false,"cpu","1",14521852.6945
"192.168.140.86","without","stressng-cpu-float",false,"cpu","1",42022.047089
"192.168.140.86","without","stressng-cpu-fnv1a",false,"cpu","1",97291.462116
"192.168.140.86","without","stressng-cpu-gamma",false,"cpu","1",409.347113
"192.168.140.86","without","stressng-cpu-gcd",false,"cpu","1",2018.383639
"192.168.140.86","without","stressng-cpu-gray",false,"cpu","1",22696.124891
"192.168.140.86","without","stressng-cpu-hamming",false,"cpu","1",666.203873
"192.168.140.86","without","stressng-cpu-hanoi",false,"cpu","1",131.147989
"192.168.140.86","without","stressng-cpu-hyperbolic",false,"cpu","1",1173.658446
"192.168.140.86","without","stressng-cpu-idct",false,"cpu","1",36974.32606
"192.168.140.86","without","stressng-cpu-int128",false,"cpu","1",5766.950914
"192.168.140.86","without","stressng-cpu-int64",false,"cpu","1",53587.539261
"192.168.140.86","without","stressng-cpu-int32",false,"cpu","1",53802.275682
"192.168.140.86","without","stressng-cpu-int16",false,"cpu","1",58791.034562
"192.168.140.86","without","stressng-cpu-int8",false,"cpu","1",54193.424039
"192.168.140.86","without","stressng-cpu-int128float",false,"cpu","1",5196.484885
"192.168.140.86","without","stressng-cpu-int128double",false,"cpu","1",3841.092307
"192.168.140.86","without","stressng-cpu-int128longdouble",false,"cpu","1",1124.817884
"192.168.140.86","without","stressng-cpu-int128decimal32",false,"cpu","1",1206.084328
"192.168.140.86","without","stressng-cpu-int128decimal64",false,"cpu","1",1474.038393
"192.168.140.86","without","stressng-cpu-int128decimal128",false,"cpu","1",301.415388
"192.168.140.86","without","stressng-cpu-int64float",false,"cpu","1",30474.645774
"192.168.140.86","without","stressng-cpu-int64double",false,"cpu","1",9739.693266
"192.168.140.86","without","stressng-cpu-int64longdouble",false,"cpu","1",1364.246364
"192.168.140.86","without","stressng-cpu-int32float",false,"cpu","1",30501.339996
"192.168.140.86","without","stressng-cpu-int32double",false,"cpu","1",9799.584346
"192.168.140.86","without","stressng-cpu-int32longdouble",false,"cpu","1",1365.965837
"192.168.140.86","without","stressng-cpu-jenkin",false,"cpu","1",36637.255031
"192.168.140.86","without","stressng-cpu-jmp",false,"cpu","1",36358.087551
"192.168.140.86","without","stressng-cpu-ln2",false,"cpu","1",26971.516076
"192.168.140.86","without","stressng-cpu-longdouble",false,"cpu","1",1391.213196
"192.168.140.86","without","stressng-cpu-loop",false,"cpu","1",23585.442174
"192.168.140.86","without","stressng-cpu-matrixprod",false,"cpu","1",211.200883
"192.168.140.86","without","stressng-cpu-nsqrt",false,"cpu","1",144.751598
"192.168.140.86","without","stressng-cpu-omega",false,"cpu","1",3531085.48114
"192.168.140.86","without","stressng-cpu-parity",false,"cpu","1",5540.614399
"192.168.140.86","without","stressng-cpu-phi",false,"cpu","1",12048574.5273
"192.168.140.86","without","stressng-cpu-pi",false,"cpu","1",1237056.00102
"192.168.140.86","without","stressng-cpu-pjw",false,"cpu","1",46441.997439
"192.168.140.86","without","stressng-cpu-prime",false,"cpu","1",12.16092
"192.168.140.86","without","stressng-cpu-psi",false,"cpu","1",1794671.98988
"192.168.140.86","without","stressng-cpu-queens",false,"cpu","1",83.138204
"192.168.140.86","without","stressng-cpu-rand",false,"cpu","1",16000.580926
"192.168.140.86","without","stressng-cpu-rand48",false,"cpu","1",4582.459685
"192.168.140.86","without","stressng-cpu-rgb",false,"cpu","1",70552.226157
"192.168.140.86","without","stressng-cpu-sdbm",false,"cpu","1",97646.572385
"192.168.140.86","without","stressng-cpu-sieve",false,"cpu","1",21.969144
"192.168.140.86","without","stressng-cpu-sqrt",false,"cpu","1",6081.70667
"192.168.140.86","without","stressng-cpu-trig",false,"cpu","1",745.380469
"192.168.140.86","without","stressng-cpu-union",false,"cpu","1",18551.183635
"192.168.140.86","without","stressng-cpu-zeta",false,"cpu","1",664.587308
"192.168.140.86","without","stressng-matrix-add",false,"matrix","1",213589.95552
"192.168.140.86","without","stressng-matrix-div",false,"matrix","1",106956.008554
"192.168.140.86","without","stressng-matrix-frobenius",false,"matrix","1",62543.96841
"192.168.140.86","without","stressng-matrix-mult",false,"matrix","1",230339.164497
"192.168.140.86","without","stressng-matrix-prod",false,"matrix","1",431.001418
"192.168.140.86","without","stressng-matrix-sub",false,"matrix","1",205324.314716
"192.168.140.86","without","stressng-matrix-hadamard",false,"matrix","1",200707.659873
"192.168.140.86","without","stressng-matrix-trans",false,"matrix","1",64629.80648
"192.168.140.86","without","stressng-string-index",false,"string","1",69833.109784
"192.168.140.86","without","stressng-string-rindex",false,"string","1",40521.901442
"192.168.140.86","without","stressng-string-strcasecmp",false,"string","1",25432.430318
"192.168.140.86","without","stressng-string-strcat",false,"string","1",32477.884402
"192.168.140.86","without","stressng-string-strchr",false,"string","1",66475.933132
"192.168.140.86","without","stressng-string-strcoll",false,"string","1",29438.55264
"192.168.140.86","without","stressng-string-strcmp",false,"string","1",40584.44838
"192.168.140.86","without","stressng-string-strcpy",false,"string","1",113334.497209
"192.168.140.86","without","stressng-string-strlen",false,"string","1",92027.265486
"192.168.140.86","without","stressng-string-strncasecmp",false,"string","1",23198.064711
"192.168.140.86","without","stressng-string-strncat",false,"string","1",30008.233626
"192.168.140.86","without","stressng-string-strncmp",false,"string","1",34048.375495
"192.168.140.86","without","stressng-string-strrchr",false,"string","1",40510.429423
"192.168.140.86","without","stressng-string-strxfrm",false,"string","1",6203.651635
"192.168.140.86","without","stressng-cpu-af-alg",false,"cpu","1",282689.130073
"192.168.140.86","without","stressng-cpu-bsearch",false,"cpu","1",153.352031
"192.168.140.86","without","stressng-cpu-cpu",false,"cpu","1",121.021097
"192.168.140.86","without","stressng-cpu-crypt",false,"cpu","1",150.094854
"192.168.140.86","without","stressng-cpu-hsearch",false,"cpu","1",3542.360728
"192.168.140.86","without","stressng-cpu-longjmp",false,"cpu","1",96378.722804
"192.168.140.86","without","stressng-cpu-lsearch",false,"cpu","1",6.600028
"192.168.140.86","without","stressng-cpu-numa",false,"cpu","1",112.189162
"192.168.140.86","without","stressng-cpu-qsort",false,"cpu","1",6.399993
"192.168.140.86","without","stressng-cpu-rdrand",false,"cpu","1",344243.51837
"192.168.140.86","without","stressng-cpu-str",false,"cpu","1",28001.89814
"192.168.140.86","without","stressng-cpu-stream",false,"cpu","1",16.660039
"192.168.140.86","without","stressng-cpu-tsc",false,"cpu","1",893922.116685
"192.168.140.86","without","stressng-cpu-tsearch",false,"cpu","1",15.447722
"192.168.140.86","without","stressng-cpu-vecmath",false,"cpu","1",27004.443137
"192.168.140.86","without","stressng-cpu-wcs",false,"cpu","1",11516.596705
"192.168.140.86","without","stressng-memory-context",false,"memory","1",6027.218106
"192.168.140.86","without","stressng-memory-lockbus",false,"memory","1",1743683.36544
"192.168.140.86","without","stressng-memory-malloc",false,"memory","1",10741.696336
"192.168.140.86","without","stressng-memory-matrix",false,"memory","1",4164.829988
"192.168.140.86","without","stressng-memory-memcpy",false,"memory","1",1845.773068
"192.168.140.86","without","stressng-memory-memfd",false,"memory","1",3498.168474
"192.168.140.86","without","stressng-memory-mincore",false,"memory","1",49650.743856
"192.168.140.86","without","stressng-memory-null",false,"memory","1",8166261.42314
"192.168.140.86","without","stressng-memory-pipe",false,"memory","1",299612.214127
"192.168.140.86","without","stressng-memory-str",false,"memory","1",27936.001146
"192.168.140.86","without","stressng-memory-vm",false,"memory","1",14172.437278
"192.168.140.86","without","stressng-memory-zero",false,"memory","1",3634311.92321
"192.168.140.86","without","stressng-cpu-cache-cache","cpu-cache","1",72.20021
"192.168.140.86","without","stressng-cpu-cache-icache","cpu-cache","1",6857.830248
"192.168.140.86","without","stressng-cpu-ackermann",false,"cpu","2",3.14959
"192.168.140.86","without","stressng-cpu-bitops",false,"cpu","2",3070.50183
"192.168.140.86","without","stressng-cpu-callfunc",false,"cpu","2",122700.069137
"192.168.140.86","without","stressng-cpu-cdouble",false,"cpu","2",7634.219111
"192.168.140.86","without","stressng-cpu-cfloat",false,"cpu","2",4011.470638
"192.168.140.86","without","stressng-cpu-clongdouble",false,"cpu","2",71.884832
"192.168.140.86","without","stressng-cpu-correlate",false,"cpu","2",61.433467
"192.168.140.86","without","stressng-cpu-crc16",false,"cpu","2",132.419055
"192.168.140.86","without","stressng-cpu-decimal32",false,"cpu","2",1484.767008
"192.168.140.86","without","stressng-cpu-decimal64",false,"cpu","2",1949.184804
"192.168.140.86","without","stressng-cpu-decimal128",false,"cpu","2",318.455067
"192.168.140.86","without","stressng-cpu-dither",false,"cpu","2",52.176552
"192.168.140.86","without","stressng-cpu-djb2a",false,"cpu","2",113732.874201
"192.168.140.86","without","stressng-cpu-double",false,"cpu","2",10528.344275
"192.168.140.86","without","stressng-cpu-euler",false,"cpu","2",8823117.39494
"192.168.140.86","without","stressng-cpu-explog",false,"cpu","2",139.948429
"192.168.140.86","without","stressng-cpu-fft",false,"cpu","2",430.673981
"192.168.140.86","without","stressng-cpu-fibonacci",false,"cpu","2",14436398.0471
"192.168.140.86","without","stressng-cpu-float",false,"cpu","2",41835.20473
"192.168.140.86","without","stressng-cpu-fnv1a",false,"cpu","2",97611.34436
"192.168.140.86","without","stressng-cpu-gamma",false,"cpu","2",409.859056
"192.168.140.86","without","stressng-cpu-gcd",false,"cpu","2",2011.184512
"192.168.140.86","without","stressng-cpu-gray",false,"cpu","2",22770.347774
"192.168.140.86","without","stressng-cpu-hamming",false,"cpu","2",667.970076
"192.168.140.86","without","stressng-cpu-hanoi",false,"cpu","2",129.82038
"192.168.140.86","without","stressng-cpu-hyperbolic",false,"cpu","2",1172.336943
"192.168.140.86","without","stressng-cpu-idct",false,"cpu","2",36899.825513
"192.168.140.86","without","stressng-cpu-int128",false,"cpu","2",5770.377575
"192.168.140.86","without","stressng-cpu-int64",false,"cpu","2",53722.624242
"192.168.140.86","without","stressng-cpu-int32",false,"cpu","2",53797.439807
"192.168.140.86","without","stressng-cpu-int16",false,"cpu","2",58917.423614
"192.168.140.86","without","stressng-cpu-int8",false,"cpu","2",54209.851218
"192.168.140.86","without","stressng-cpu-int128float",false,"cpu","2",5210.350062
"192.168.140.86","without","stressng-cpu-int128double",false,"cpu","2",3841.413909
"192.168.140.86","without","stressng-cpu-int128longdouble",false,"cpu","2",1125.976027
"192.168.140.86","without","stressng-cpu-int128decimal32",false,"cpu","2",1205.015276
"192.168.140.86","without","stressng-cpu-int128decimal64",false,"cpu","2",1466.383288
"192.168.140.86","without","stressng-cpu-int128decimal128",false,"cpu","2",300.916318
"192.168.140.86","without","stressng-cpu-int64float",false,"cpu","2",30502.218181
"192.168.140.86","without","stressng-cpu-int64double",false,"cpu","2",8643.659402
"192.168.140.86","without","stressng-cpu-int64longdouble",false,"cpu","2",1356.214022
"192.168.140.86","without","stressng-cpu-int32float",false,"cpu","2",30440.394348
"192.168.140.86","without","stressng-cpu-int32double",false,"cpu","2",9717.582392
"192.168.140.86","without","stressng-cpu-int32longdouble",false,"cpu","2",1361.983504
"192.168.140.86","without","stressng-cpu-jenkin",false,"cpu","2",36490.39483
"192.168.140.86","without","stressng-cpu-jmp",false,"cpu","2",36299.744138
"192.168.140.86","without","stressng-cpu-ln2",false,"cpu","2",26859.016009
"192.168.140.86","without","stressng-cpu-longdouble",false,"cpu","2",1388.633222
"192.168.140.86","without","stressng-cpu-loop",false,"cpu","2",23506.176462
"192.168.140.86","without","stressng-cpu-matrixprod",false,"cpu","2",200.904814
"192.168.140.86","without","stressng-cpu-nsqrt",false,"cpu","2",144.062301
"192.168.140.86","without","stressng-cpu-omega",false,"cpu","2",3519644.31591
"192.168.140.86","without","stressng-cpu-parity",false,"cpu","2",5519.058551
"192.168.140.86","without","stressng-cpu-phi",false,"cpu","2",12029194.3026
"192.168.140.86","without","stressng-cpu-pi",false,"cpu","2",1234574.10914
"192.168.140.86","without","stressng-cpu-pjw",false,"cpu","2",46384.158141
"192.168.140.86","without","stressng-cpu-prime",false,"cpu","2",12.161173
"192.168.140.86","without","stressng-cpu-psi",false,"cpu","2",1793119.14021
"192.168.140.86","without","stressng-cpu-queens",false,"cpu","2",82.846176
"192.168.140.86","without","stressng-cpu-rand",false,"cpu","2",15994.8511
"192.168.140.86","without","stressng-cpu-rand48",false,"cpu","2",4579.409062
"192.168.140.86","without","stressng-cpu-rgb",false,"cpu","2",70409.796408
"192.168.140.86","without","stressng-cpu-sdbm",false,"cpu","2",97425.520547
"192.168.140.86","without","stressng-cpu-sieve",false,"cpu","2",21.96128
"192.168.140.86","without","stressng-cpu-sqrt",false,"cpu","2",6072.398842
"192.168.140.86","without","stressng-cpu-trig",false,"cpu","2",745.346795
"192.168.140.86","without","stressng-cpu-union",false,"cpu","2",18561.684953
"192.168.140.86","without","stressng-cpu-zeta",false,"cpu","2",654.698892
"192.168.140.86","without","stressng-matrix-add",false,"matrix","2",201979.545286
"192.168.140.86","without","stressng-matrix-div",false,"matrix","2",106938.831451
"192.168.140.86","without","stressng-matrix-frobenius",false,"matrix","2",62743.400453
"192.168.140.86","without","stressng-matrix-mult",false,"matrix","2",230749.915196
"192.168.140.86","without","stressng-matrix-prod",false,"matrix","2",432.001339
"192.168.140.86","without","stressng-matrix-sub",false,"matrix","2",210547.952581
"192.168.140.86","without","stressng-matrix-hadamard",false,"matrix","2",208615.726697
"192.168.140.86","without","stressng-matrix-trans",false,"matrix","2",62072.92347
"192.168.140.86","without","stressng-string-index",false,"string","2",69833.481481
"192.168.140.86","without","stressng-string-rindex",false,"string","2",40520.213997
"192.168.140.86","without","stressng-string-strcasecmp",false,"string","2",25421.712728
"192.168.140.86","without","stressng-string-strcat",false,"string","2",32482.223233
"192.168.140.86","without","stressng-string-strchr",false,"string","2",76398.22222
"192.168.140.86","without","stressng-string-strcoll",false,"string","2",29436.253338
"192.168.140.86","without","stressng-string-strcmp",false,"string","2",41031.252826
"192.168.140.86","without","stressng-string-strcpy",false,"string","2",102576.066571
"192.168.140.86","without","stressng-string-strlen",false,"string","2",89185.967921
"192.168.140.86","without","stressng-string-strncasecmp",false,"string","2",23097.507159
"192.168.140.86","without","stressng-string-strncat",false,"string","2",30422.9
"192.168.140.86","without","stressng-string-strncmp",false,"string","2",34816.539014
"192.168.140.86","without","stressng-string-strrchr",false,"string","2",47106.147126
"192.168.140.86","without","stressng-string-strxfrm",false,"string","2",6147.775376
"192.168.140.86","without","stressng-cpu-af-alg",false,"cpu","2",285472.46142
"192.168.140.86","without","stressng-cpu-bsearch",false,"cpu","2",152.914598
"192.168.140.86","without","stressng-cpu-cpu",false,"cpu","2",120.894882
"192.168.140.86","without","stressng-cpu-crypt",false,"cpu","2",150.214254
"192.168.140.86","without","stressng-cpu-hsearch",false,"cpu","2",3555.661258
"192.168.140.86","without","stressng-cpu-longjmp",false,"cpu","2",96448.134606
"192.168.140.86","without","stressng-cpu-lsearch",false,"cpu","2",6.600026
"192.168.140.86","without","stressng-cpu-numa",false,"cpu","2",114.790572
"192.168.140.86","without","stressng-cpu-qsort",false,"cpu","2",6.399984
"192.168.140.86","without","stressng-cpu-rdrand",false,"cpu","2",344256.716921
"192.168.140.86","without","stressng-cpu-str",false,"cpu","2",27681.610217
"192.168.140.86","without","stressng-cpu-stream",false,"cpu","2",16.710735
"192.168.140.86","without","stressng-cpu-tsc",false,"cpu","2",893942.93811
"192.168.140.86","without","stressng-cpu-tsearch",false,"cpu","2",15.36891
"192.168.140.86","without","stressng-cpu-vecmath",false,"cpu","2",26276.023806
"192.168.140.86","without","stressng-cpu-wcs",false,"cpu","2",11365.520323
"192.168.140.86","without","stressng-memory-context",false,"memory","2",6019.818658
"192.168.140.86","without","stressng-memory-lockbus",false,"memory","2",1749481.33288
"192.168.140.86","without","stressng-memory-malloc",false,"memory","2",12477.784293
"192.168.140.86","without","stressng-memory-matrix",false,"memory","2",4142.833089
"192.168.140.86","without","stressng-memory-memcpy",false,"memory","2",1838.524606
"192.168.140.86","without","stressng-memory-memfd",false,"memory","2",3423.921633
"192.168.140.86","without","stressng-memory-mincore",false,"memory","2",49582.252976
"192.168.140.86","without","stressng-memory-null",false,"memory","2",8100900.43207
"192.168.140.86","without","stressng-memory-pipe",false,"memory","2",300166.988438
"192.168.140.86","without","stressng-memory-str",false,"memory","2",27739.693914
"192.168.140.86","without","stressng-memory-vm",false,"memory","2",14172.458564
"192.168.140.86","without","stressng-memory-zero",false,"memory","2",3617887.314
"192.168.140.86","without","stressng-cpu-cache-cache","cpu-cache","2",70.800213
"192.168.140.86","without","stressng-cpu-cache-icache","cpu-cache","2",9960.886938
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-ackermann",false,"cpu","rep-1",1.151528
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-bitops",false,"cpu","rep-1",1101.862643
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-callfunc",false,"cpu","rep-1",44689.432206
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-cdouble",false,"cpu","rep-1",2734.363036
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-cfloat",false,"cpu","rep-1",1438.002297
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-clongdouble",false,"cpu","rep-1",25.752433
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-correlate",false,"cpu","rep-1",22.071799
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-crc16",false,"cpu","rep-1",47.406727
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-decimal32",false,"cpu","rep-1",530.690453
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-decimal64",false,"cpu","rep-1",695.45432
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-decimal128",false,"cpu","rep-1",113.382518
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-dither",false,"cpu","rep-1",18.649637
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-djb2a",false,"cpu","rep-1",40766.826354
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-double",false,"cpu","rep-1",3760.183504
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-euler",false,"cpu","rep-1",3158376.05786
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-explog",false,"cpu","rep-1",50.472815
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-fft",false,"cpu","rep-1",154.879137
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-fibonacci",false,"cpu","rep-1",5213734.83625
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-float",false,"cpu","rep-1",15094.368017
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-fnv1a",false,"cpu","rep-1",34914.498226
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-gamma",false,"cpu","rep-1",146.944338
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-gcd",false,"cpu","rep-1",722.772208
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-gray",false,"cpu","rep-1",8155.040504
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-hamming",false,"cpu","rep-1",239.235838
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-hanoi",false,"cpu","rep-1",47.208354
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-hyperbolic",false,"cpu","rep-1",426.791758
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-idct",false,"cpu","rep-1",13076.717148
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-int128",false,"cpu","rep-1",2070.267917
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-int64",false,"cpu","rep-1",19279.313994
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-int32",false,"cpu","rep-1",19351.319957
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-int16",false,"cpu","rep-1",21115.042287
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-int8",false,"cpu","rep-1",19459.92874
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-int128float",false,"cpu","rep-1",1862.47056
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-int128double",false,"cpu","rep-1",1369.816578
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-int128longdouble",false,"cpu","rep-1",403.505435
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-int128decimal32",false,"cpu","rep-1",430.997164
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-int128decimal64",false,"cpu","rep-1",523.985483
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-int128decimal128",false,"cpu","rep-1",107.094904
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-int64float",false,"cpu","rep-1",10896.716904
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-int64double",false,"cpu","rep-1",3067.788005
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-int64longdouble",false,"cpu","rep-1",488.780154
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-int32float",false,"cpu","rep-1",10870.734989
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-int32double",false,"cpu","rep-1",3479.448124
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-int32longdouble",false,"cpu","rep-1",489.549438
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-jenkin",false,"cpu","rep-1",13145.477713
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-jmp",false,"cpu","rep-1",13043.932343
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-ln2",false,"cpu","rep-1",9677.511536
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-longdouble",false,"cpu","rep-1",497.94736
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-loop",false,"cpu","rep-1",8478.078776
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-matrixprod",false,"cpu","rep-1",76.134791
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-nsqrt",false,"cpu","rep-1",51.252837
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-omega",false,"cpu","rep-1",1266465.63865
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-parity",false,"cpu","rep-1",1972.378133
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-phi",false,"cpu","rep-1",4344197.15048
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-pi",false,"cpu","rep-1",444025.277913
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-pjw",false,"cpu","rep-1",16623.01506
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-prime",false,"cpu","rep-1",4.373035
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-psi",false,"cpu","rep-1",642443.381553
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-queens",false,"cpu","rep-1",29.771574
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-rand",false,"cpu","rep-1",5720.808047
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-rand48",false,"cpu","rep-1",1647.549092
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-rgb",false,"cpu","rep-1",25320.554544
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-sdbm",false,"cpu","rep-1",34875.308705
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-sieve",false,"cpu","rep-1",7.870672
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-sqrt",false,"cpu","rep-1",2184.447554
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-trig",false,"cpu","rep-1",265.5274
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-union",false,"cpu","rep-1",6670.110019
"clnode056.clemson.cloudlab.us","quota-7009","stressng-cpu-zeta",false,"cpu","rep-1",238.072386
"clnode056.clemson.cloudlab.us","quota-7009","stressng-matrix-add",false,"matrix","rep-1",75907.378822
"clnode056.clemson.cloudlab.us","quota-7009","stressng-matrix-div",false,"matrix","rep-1",38332.391008
"clnode056.clemson.cloudlab.us","quota-7009","stressng-matrix-frobenius",false,"matrix","rep-1",22477.399937
"clnode056.clemson.cloudlab.us","quota-7009","stressng-matrix-mult",false,"matrix","rep-1",82491.095619
"clnode056.clemson.cloudlab.us","quota-7009","stressng-matrix-prod",false,"matrix","rep-1",152.800885
"clnode056.clemson.cloudlab.us","quota-7009","stressng-matrix-sub",false,"matrix","rep-1",76741.159873
"clnode056.clemson.cloudlab.us","quota-7009","stressng-matrix-hadamard",false,"matrix","rep-1",73451.268169
"clnode056.clemson.cloudlab.us","quota-7009","stressng-matrix-trans",false,"matrix","rep-1",21498.18611
"clnode056.clemson.cloudlab.us","quota-7009","stressng-string-index",false,"string","rep-1",25055.485543
"clnode056.clemson.cloudlab.us","quota-7009","stressng-string-rindex",false,"string","rep-1",14522.368305
"clnode056.clemson.cloudlab.us","quota-7009","stressng-string-strcasecmp",false,"string","rep-1",9176.388842
"clnode056.clemson.cloudlab.us","quota-7009","stressng-string-strcat",false,"string","rep-1",11648.529161
"clnode056.clemson.cloudlab.us","quota-7009","stressng-string-strchr",false,"string","rep-1",25021.737806
"clnode056.clemson.cloudlab.us","quota-7009","stressng-string-strcoll",false,"string","rep-1",10543.060077
"clnode056.clemson.cloudlab.us","quota-7009","stressng-string-strcmp",false,"string","rep-1",14702.369153
"clnode056.clemson.cloudlab.us","quota-7009","stressng-string-strcpy",false,"string","rep-1",36739.509349
"clnode056.clemson.cloudlab.us","quota-7009","stressng-string-strlen",false,"string","rep-1",31356.075683
"clnode056.clemson.cloudlab.us","quota-7009","stressng-string-strncasecmp",false,"string","rep-1",8291.985766
"clnode056.clemson.cloudlab.us","quota-7009","stressng-string-strncat",false,"string","rep-1",10874.014
