benchmark,base_result,machine,limits,lower_is_better,class,repetition,result,normalized
stressng-cpu-int64,22487.880944,clnode056.clemson.cloudlab.us,quota-7009,false,cpu,rep-2,19228.132549,0.8550442167886996
stressng-cpu-int64,22487.880944,clnode056.clemson.cloudlab.us,without,false,cpu,1,38229.537631,1.700006226740543
stressng-cpu-int64,22487.880944,clnode056.clemson.cloudlab.us,without,false,cpu,2,38229.202994,1.6999913459698366
stressng-cpu-int64,22487.880944,dwill.soe.ucsc.edu,quota-5465,false,cpu,rep-1,29383.993876,1.3066590822484745
stressng-cpu-int64,22487.880944,dwill.soe.ucsc.edu,quota-5465,false,cpu,rep-2,29381.267248,1.306537833474222
stressng-cpu-int64,22487.880944,dwill.soe.ucsc.edu,without,false,cpu,1,54203.098215,2.410324847858195
stressng-cpu-int64,22487.880944,dwill.soe.ucsc.edu,without,false,cpu,2,54188.560722,2.4096783888594033
stressng-cpu-int64,22487.880944,nibbler.soe.ucsc.edu,quota-7116,false,cpu,rep-1,19472.954319999997,0.8659310483051799
stressng-cpu-int64,22487.880944,nibbler.soe.ucsc.edu,quota-7116,false,cpu,rep-2,19539.035404,0.868869568131239
stressng-cpu-int64,22487.880944,nibbler.soe.ucsc.edu,without,false,cpu,1,40614.409419999996,1.8060576503913028
stressng-cpu-int64,22487.880944,nibbler.soe.ucsc.edu,without,false,cpu,2,40575.310283,1.804318974475268
stressng-cpu-int32,23098.610373,192.168.140.82,quota-7111,false,cpu,rep-1,18151.640248,0.7858325654610582
stressng-cpu-int32,23098.610373,192.168.140.82,quota-7111,false,cpu,rep-2,18235.241737,0.7894518952670504
stressng-cpu-int32,23098.610373,192.168.140.82,without,false,cpu,1,34263.399662,1.4833532887350895
stressng-cpu-int32,23098.610373,192.168.140.82,without,false,cpu,2,34154.492017000004,1.4786383884341043
stressng-cpu-int32,23098.610373,192.168.140.86,quota-6352,false,cpu,rep-1,19362.041085,0.838234022408219
stressng-cpu-int32,23098.610373,192.168.140.86,quota-6352,false,cpu,rep-2,19071.374116,0.8256502797368519
stressng-cpu-int32,23098.610373,192.168.140.86,without,false,cpu,1,53802.27568200001,2.3292429636758394
stressng-cpu-int32,23098.610373,192.168.140.86,without,false,cpu,2,53797.439807,2.329033605843402
stressng-cpu-int32,23098.610373,clnode056.clemson.cloudlab.us,quota-7009,false,cpu,rep-1,19351.319957,0.8377698763913428
stressng-cpu-int32,23098.610373,clnode056.clemson.cloudlab.us,quota-7009,false,cpu,rep-2,20582.028461,0.8910505060104553
stressng-cpu-int32,23098.610373,clnode056.clemson.cloudlab.us,without,false,cpu,1,38362.787805,1.6608266551758595
stressng-cpu-int32,23098.610373,clnode056.clemson.cloudlab.us,without,false,cpu,2,38360.873168,1.6607437654708477
stressng-cpu-int32,23098.610373,dwill.soe.ucsc.edu,quota-5465,false,cpu,rep-1,28636.051887999998,1.2397305043714977
stressng-cpu-int32,23098.610373,dwill.soe.ucsc.edu,quota-5465,false,cpu,rep-2,28636.011607,1.239728760500358
stressng-cpu-int32,23098.610373,dwill.soe.ucsc.edu,without,false,cpu,1,52828.931488,2.2871043164463183
stressng-cpu-int32,23098.610373,dwill.soe.ucsc.edu,without,false,cpu,2,52820.789414,2.2867518245055254
stressng-cpu-int32,23098.610373,nibbler.soe.ucsc.edu,quota-7116,false,cpu,rep-1,21295.589359999998,0.9219424465851177
stressng-cpu-int32,23098.610373,nibbler.soe.ucsc.edu,quota-7116,false,cpu,rep-2,21356.41762,0.924575863012242
stressng-cpu-int32,23098.610373,nibbler.soe.ucsc.edu,without,false,cpu,1,44470.329351,1.9252382993126476
stressng-cpu-int32,23098.610373,nibbler.soe.ucsc.edu,without,false,cpu,2,44366.429049,1.920740180147806
stressng-cpu-int32,23099.059159,192.168.140.82,quota-7111,false,cpu,rep-1,18151.640248,0.7858172977113504
stressng-cpu-int32,23099.059159,192.168.140.82,quota-7111,false,cpu,rep-2,18235.241737,0.7894365571982646
stressng-cpu-int32,23099.059159,192.168.140.82,without,false,cpu,1,34263.399662,1.4833244690249683
stressng-cpu-int32,23099.059159,192.168.140.82,without,false,cpu,2,34154.492017000004,1.4786096603286336
stressng-cpu-int32,23099.059159,192.168.140.86,quota-6352,false,cpu,rep-1,19362.041085,0.8382177365633544
stressng-cpu-int32,23099.059159,192.168.140.86,quota-6352,false,cpu,rep-2,19071.374116,0.8256342383784618
stressng-cpu-int32,23099.059159,192.168.140.86,without,false,cpu,1,53802.27568200001,2.329197709381043
stressng-cpu-int32,23099.059159,192.168.140.86,without,false,cpu,2,53797.439807,2.3289883556161683
stressng-cpu-int32,23099.059159,clnode056.clemson.cloudlab.us,quota-7009,false,cpu,rep-1,19351.319957,0.8377535995642583
stressng-cpu-int32,23099.059159,clnode056.clemson.cloudlab.us,quota-7009,false,cpu,rep-2,20582.028461,0.891033194006982
stressng-cpu-int32,23099.059159,clnode056.clemson.cloudlab.us,without,false,cpu,1,38362.787805,1.6607943873788837
stressng-cpu-int32,23099.059159,clnode056.clemson.cloudlab.us,without,false,cpu,2,38360.873168,1.660711499284316
stressng-cpu-int32,23099.059159,dwill.soe.ucsc.edu,quota-5465,false,cpu,rep-1,28636.051887999998,1.2397064179491761
stressng-cpu-int32,23099.059159,dwill.soe.ucsc.edu,quota-5465,false,cpu,rep-2,28636.011607,1.2397046741119175
stressng-cpu-int32,23099.059159,dwill.soe.ucsc.edu,without,false,cpu,1,52828.931488,2.287059880853046
stressng-cpu-int32,23099.059159,dwill.soe.ucsc.edu,without,false,cpu,2,52820.789414,2.286707395760733
stressng-cpu-int32,23099.059159,nibbler.soe.ucsc.edu,quota-7116,false,cpu,rep-1,21295.589359999998,0.9219245343896475
stressng-cpu-int32,23099.059159,nibbler.soe.ucsc.edu,quota-7116,false,cpu,rep-2,21356.41762,0.9245578996527648
stressng-cpu-int32,23099.059159,nibbler.soe.ucsc.edu,without,false,cpu,1,44470.329351,1.925200894326174
stressng-cpu-int32,23099.059159,nibbler.soe.ucsc.edu,without,false,cpu,2,44366.429049,1.920702862554195
stressng-cpu-int16,25665.800098,192.168.140.82,quota-7111,false,cpu,rep-1,16821.728475,0.6554141468713001
stressng-cpu-int16,25665.800098,192.168.140.82,quota-7111,false,cpu,rep-2,16890.235437,0.6580833394052721
stressng-cpu-int16,25665.800098,192.168.140.82,without,false,cpu,1,31631.966367,1.2324558847267306
stressng-cpu-int16,25665.800098,192.168.140.82,without,false,cpu,2,31637.592024,1.2326750735686338
stressng-cpu-int16,25665.800098,192.168.140.86,quota-6352,false,cpu,rep-1,21135.754198,0.8234987460861194
stressng-cpu-int16,25665.800098,192.168.140.86,quota-6352,false,cpu,rep-2,20931.866873,0.8155548158668589
stressng-cpu-int16,25665.800098,192.168.140.86,without,false,cpu,1,58791.034562,2.2906371255724567
stressng-cpu-int16,25665.800098,192.168.140.86,without,false,cpu,2,58917.423614,2.295561540611825
stressng-cpu-int16,25665.800098,clnode056.clemson.cloudlab.us,quota-7009,false,cpu,rep-1,21115.042287,0.8226917612689341
stressng-cpu-int16,25665.800098,clnode056.clemson.cloudlab.us,quota-7009,false,cpu,rep-2,21108.069449000002,0.8224200830834353
stressng-cpu-int16,25665.800098,clnode056.clemson.cloudlab.us,without,false,cpu,1,41936.917983,1.6339610619139795
stressng-cpu-int16,25665.800098,clnode056.clemson.cloudlab.us,without,false,cpu,2,41939.966994999995,1.634079858600167
stressng-cpu-int16,25665.800098,dwill.soe.ucsc.edu,quota-5465,false,cpu,rep-1,32416.622413,1.2630279316921065
stressng-cpu-int16,25665.800098,dwill.soe.ucsc.edu,quota-5465,false,cpu,rep-2,32414.441732,1.2629429672260981
stressng-cpu-int16,25665.800098,dwill.soe.ucsc.edu,without,false,cpu,1,59772.536808000004,2.3288787639492976
stressng-cpu-int16,25665.800098,dwill.soe.ucsc.edu,without,false,cpu,2,59792.272493,2.3296477127030726
stressng-cpu-int16,25665.800098,nibbler.soe.ucsc.edu,quota-7116,false,cpu,rep-1,23232.499703,0.905192887589364
stressng-cpu-int16,25665.800098,nibbler.soe.ucsc.edu,quota-7116,false,cpu,rep-2,23414.804951,0.9122959292753391
stressng-cpu-int16,25665.800098,nibbler.soe.ucsc.edu,without,false,cpu,1,48619.921715,1.89434662193869
stressng-cpu-int16,25665.800098,nibbler.soe.ucsc.edu,without,false,cpu,2,48590.17493,1.8931876171585384
stressng-cpu-int16,25667.467065,192.168.140.82,quota-7111,false,cpu,rep-1,16821.728475,0.6553715811693007
stressng-cpu-int16,25667.467065,192.168.140.82,quota-7111,false,cpu,rep-2,16890.235437,0.658040600353255
stressng-cpu-int16,25667.467065,192.168.140.82,without,false,cpu,1,31631.966367,1.232375843198535
stressng-cpu-int16,25667.467065,192.168.140.82,without,false,cpu,2,31637.592024,1.2325950178052756
stressng-cpu-int16,25667.467065,192.168.140.86,quota-6352,false,cpu,rep-1,21135.754198,0.8234452641733622
stressng-cpu-int16,25667.467065,192.168.140.86,quota-6352,false,cpu,rep-2,20931.866873,0.8155018498705922
stressng-cpu-int16,25667.467065,192.168.140.86,without,false,cpu,1,58791.034562,2.2904883607376707
stressng-cpu-int16,25667.467065,192.168.140.86,without,false,cpu,2,58917.423614,2.2954124559621794
stressng-cpu-int16,25667.467065,clnode056.clemson.cloudlab.us,quota-7009,false,cpu,rep-1,21115.042287,0.8226383317655969
stressng-cpu-int16,25667.467065,clnode056.clemson.cloudlab.us,quota-7009,false,cpu,rep-2,21108.069449000002,0.8223666712241675
stressng-cpu-int16,25667.467065,clnode056.clemson.cloudlab.us,without,false,cpu,1,41936.917983,1.6338549447360515
stressng-cpu-int16,25667.467065,clnode056.clemson.cloudlab.us,without,false,cpu,2,41939.966994999995,1.633973733707019
stressng-cpu-int16,25667.467065,dwill.soe.ucsc.edu,quota-5465,false,cpu,rep-1,32416.622413,1.2629459046702394
stressng-cpu-int16,25667.467065,dwill.soe.ucsc.edu,quota-5465,false,cpu,rep-2,32414.441732,1.2628609457222264
stressng-cpu-int16,25667.467065,dwill.soe.ucsc.edu,without,false,cpu,1,59772.536808000004,2.3287275155212126
stressng-cpu-int16,25667.467065,dwill.soe.ucsc.edu,without,false,cpu,2,59792.272493,2.32949641433581
stressng-cpu-int16,25667.467065,nibbler.soe.ucsc.edu,quota-7116,false,cpu,rep-1,23232.499703,0.9051341000717478
stressng-cpu-int16,25667.467065,nibbler.soe.ucsc.edu,quota-7116,false,cpu,rep-2,23414.804951,0.9122366804525205
stressng-cpu-int16,25667.467065,nibbler.soe.ucsc.edu,without,false,cpu,1,48619.921715,1.8942235940880128
stressng-cpu-int16,25667.467065,nibbler.soe.ucsc.edu,without,false,cpu,2,48590.17493,1.8930646645791265
stressng-cpu-int8,23148.094267,192.168.140.82,quota-7111,false,cpu,rep-1,13901.605002,0.6005507339676845
stressng-cpu-int8,23148.094267,192.168.140.82,quota-7111,false,cpu,rep-2,13955.185175999999,0.6028654028722596
stressng-cpu-int8,23148.094267,192.168.140.82,without,false,cpu,1,26162.275475,1.1302129312777607
stressng-cpu-int8,23148.094267,192.168.140.82,without,false,cpu,2,26150.09165,1.1296865888126115
stressng-cpu-int8,23148.094267,192.168.140.86,quota-6352,false,cpu,rep-1,19476.107894,0.8413698194483856
stressng-cpu-int8,23148.094267,192.168.140.86,quota-6352,false,cpu,rep-2,19251.417501,0.8316631718769559
stressng-cpu-int8,23148.094267,192.168.140.86,without,false,cpu,1,54193.424039,2.34116136792558
stressng-cpu-int8,23148.094267,192.168.140.86,without,false,cpu,2,54209.851217999996,2.341871023710221
stressng-cpu-int8,23148.094267,clnode056.clemson.cloudlab.us,quota-7009,false,cpu,rep-1,19459.92874,0.8406708783686845
stressng-cpu-int8,23148.094267,clnode056.clemson.cloudlab.us,quota-7009,false,cpu,rep-2,19492.089691999998,0.8420602347290413
stressng-cpu-int8,23148.094267,clnode056.clemson.cloudlab.us,without,false,cpu,1,38656.793087,1.669977348507227
stressng-cpu-int8,23148.094267,clnode056.clemson.cloudlab.us,without,false,cpu,2,38657.042857,1.6699881385963427
stressng-cpu-int8,23148.094267,dwill.soe.ucsc.edu,quota-5465,false,cpu,rep-1,29710.036125,1.2834765481042094
stressng-cpu-int8,23148.094267,dwill.soe.ucsc.edu,quota-5465,false,cpu,rep-2,29712.636129000002,1.283588868538454
stressng-cpu-int8,23148.094267,dwill.soe.ucsc.edu,without,false,cpu,1,54818.032674,2.368144523765344
stressng-cpu-int8,23148.094267,dwill.soe.ucsc.edu,without,false,cpu,2,54805.403226,2.3675989303417846
stressng-cpu-int8,23148.094267,nibbler.soe.ucsc.edu,quota-7116,false,cpu,rep-1,21148.014455,0.9135963510027986
stressng-cpu-int8,23148.094267,nibbler.soe.ucsc.edu,quota-7116,false,cpu,rep-2,20833.312255,0.9000011843177967
stressng-cpu-int8,23148.094267,nibbler.soe.ucsc.edu,without,false,cpu,1,43258.812419,1.8687850464074665
stressng-cpu-int8,23148.094267,nibbler.soe.ucsc.edu,without,false,cpu,2,43173.582347,1.8651030987267234
stressng-cpu-int8,23155.89654,192.168.140.82,quota-7111,false,cpu,rep-1,13901.605002,0.6003483811557917
stressng-cpu-int8,23155.89654,192.168.140.82,quota-7111,false,cpu,rep-2,13955.185175999999,0.6026622701433092
stressng-cpu-int8,23155.89654,192.168.140.82,without,false,cpu,1,26162.275475,1.1298321112208596
stressng-cpu-int8,23155.89654,192.168.140.82,without,false,cpu,2,26150.09165,1.1293059461043868
stressng-cpu-int8,23155.89654,192.168.140.86,quota-6352,false,cpu,rep-1,19476.107894,0.841086323751557
stressng-cpu-int8,23155.89654,192.168.140.86,quota-6352,false,cpu,rep-2,19251.417501,0.8313829467904505
stressng-cpu-int8,23155.89654,192.168.140.86,without,false,cpu,1,54193.424039,2.340372524354006
stressng-cpu-int8,23155.89654,192.168.140.86,without,false,cpu,2,54209.851217999996,2.34108194102339
stressng-cpu-int8,23155.89654,clnode056.clemson.cloudlab.us,quota-7009,false,cpu,rep-1,19459.92874,0.8403876181768429
stressng-cpu-int8,23155.89654,clnode056.clemson.cloudlab.us,quota-7009,false,cpu,rep-2,19492.089691999998,0.8417765063999546
stressng-cpu-int8,23155.89654,clnode056.clemson.cloudlab.us,without,false,cpu,1,38656.793087,1.6694146573087079
stressng-cpu-int8,23155.89654,clnode056.clemson.cloudlab.us,without,false,cpu,2,38657.042857,1.6694254437621527
stressng-cpu-int8,23155.89654,dwill.soe.ucsc.edu,quota-5465,false,cpu,rep-1,29710.036125,1.283044086575453
stressng-cpu-int8,23155.89654,dwill.soe.ucsc.edu,quota-5465,false,cpu,rep-2,29712.636129000002,1.2831563691638432
stressng-cpu-int8,23155.89654,dwill.soe.ucsc.edu,without,false,cpu,1,54818.032674,2.3673465883433247
stressng-cpu-int8,23155.89654,dwill.soe.ucsc.edu,without,false,cpu,2,54805.403226,2.3668011787549643
stressng-cpu-int8,23155.89654,nibbler.soe.ucsc.edu,quota-7116,false,cpu,rep-1,21148.014455,0.9132885189078496
stressng-cpu-int8,23155.89654,nibbler.soe.ucsc.edu,quota-7116,false,cpu,rep-2,20833.312255,0.899697933051829
stressng-cpu-int8,23155.89654,nibbler.soe.ucsc.edu,without,false,cpu,1,43258.812419,1.8681553678681275
stressng-cpu-int8,23155.89654,nibbler.soe.ucsc.edu,without,false,cpu,2,43173.582347,1.864474660802747
stressng-cpu-int128float,2017.99235,192.168.140.82,quota-7111,false,cpu,rep-1,2474.036645,1.2259891099190738
stressng-cpu-int128float,2017.99235,192.168.140.82,quota-7111,false,cpu,rep-2,2488.2766260000003,1.233045618830022
stressng-cpu-int128float,2017.99235,192.168.140.82,without,false,cpu,1,4669.041558,2.3137062724742243
stressng-cpu-int128float,2017.99235,192.168.140.82,without,false,cpu,2,4669.701781000001,2.3140334407115075
stressng-cpu-int128float,2017.99235,192.168.140.86,quota-6352,false,cpu,rep-1,1866.286562,0.9248234077795191
stressng-cpu-int128float,2017.99235,192.168.140.86,quota-6352,false,cpu,rep-2,1843.0881789999999,0.913327634269773
stressng-cpu-int128float,2017.99235,192.168.140.86,without,false,cpu,1,5196.484885,2.5750766027433154
stressng-cpu-int128float,2017.99235,192.168.140.86,without,false,cpu,2,5210.3500619999995,2.581947380524014
stressng-cpu-int128float,2017.99235,clnode056.clemson.cloudlab.us,quota-7009,false,cpu,rep-1,1862.4705600000002,0.9229324184504467
stressng-cpu-int128float,2017.99235,clnode056.clemson.cloudlab.us,quota-7009,false,cpu,rep-2,1860.152634,0.9217837887244716
stressng-cpu-int128float,2017.99235,clnode056.clemson.cloudlab.us,without,false,cpu,1,3705.761478,1.8363605184132634
stressng-cpu-int128float,2017.99235,clnode056.clemson.cloudlab.us,without,false,cpu,2,3689.6110840000006,1.828357319590434
stressng-cpu-int128float,2017.99235,dwill.soe.ucsc.edu,quota-5465,false,cpu,rep-1,3029.560273,1.5012744091918881
stressng-cpu-int128float,2017.99235,dwill.soe.ucsc.edu,quota-5465,false,cpu,rep-2,3014.888859,1.4940041071017935
stressng-cpu-int128float,2017.99235,dwill.soe.ucsc.edu,without,false,cpu,1,5589.275347,2.769720780656081
stressng-cpu-int128float,2017.99235,dwill.soe.ucsc.edu,without,false,cpu,2,5589.401065999999,2.769783079702953
stressng-cpu-int128float,2017.99235,nibbler.soe.ucsc.edu,quota-7116,false,cpu,rep-1,2554.805847,1.266013643213266
stressng-cpu-int128float,2017.99235,nibbler.soe.ucsc.edu,quota-7116,false,cpu,rep-2,2580.790709,1.2788902341478152
stressng-cpu-int128float,2017.99235,nibbler.soe.ucsc.edu,without,false,cpu,1,5324.678672,2.6386020105576713
stressng-cpu-int128float,2017.99235,nibbler.soe.ucsc.edu,without,false,cpu,2,5322.347846,2.6374469883396734
stressng-cpu-int128float,2014.501825,192.168.140.82,quota-7111,false,cpu,rep-1,2474.036645,1.2281133798426815
stressng-cpu-int128float,2014.501825,192.168.140.82,quota-7111,false,cpu,rep-2,2488.2766260000003,1.2351821155585203
stressng-cpu-int128float,2014.501825,192.168.140.82,without,false,cpu,1,4669.041558,2.317715228676946
stressng-cpu-int128float,2014.501825,192.168.140.82,without,false,cpu,2,4669.701781000001,2.3180429637982582
stressng-cpu-int128float,2014.501825,192.168.140.86,quota-6352,false,cpu,rep-1,1866.286562,0.9264258482366974
stressng-cpu-int128float,2014.501825,192.168.140.86,quota-6352,false,cpu,rep-2,1843.0881789999999,0.9149101560133855
stressng-cpu-int128float,2014.501825,192.168.140.86,without,false,cpu,1,5196.484885,2.5795384350173025
stressng-cpu-int128float,2014.501825,192.168.140.86,without,false,cpu,2,5210.3500619999995,2.5864211177867755
stressng-cpu-int128float,2014.501825,clnode056.clemson.cloudlab.us,quota-7009,false,cpu,rep-1,1862.4705600000002,0.9245315823925849
stressng-cpu-int128float,2014.501825,clnode056.clemson.cloudlab.us,quota-7009,false,cpu,rep-2,1860.152634,0.923380962437202
stressng-cpu-int128float,2014.501825,clnode056.clemson.cloudlab.us,without,false,cpu,1,3705.761478,1.8395423781758051
stressng-cpu-int128float,2014.501825,clnode056.clemson.cloudlab.us,without,false,cpu,2,3689.6110840000006,1.831525312219561
stressng-cpu-int128float,2014.501825,dwill.soe.ucsc.edu,quota-5465,false,cpu,rep-1,3029.560273,1.5038756656375827
stressng-cpu-int128float,2014.501825,dwill.soe.ucsc.edu,quota-5465,false,cpu,rep-2,3014.888859,1.496592766303401
stressng-cpu-int128float,2014.501825,dwill.soe.ucsc.edu,without,false,cpu,1,5589.275347,2.7745198726737312
stressng-cpu-int128float,2014.501825,dwill.soe.ucsc.edu,without,false,cpu,2,5589.401065999999,2.7745822796660904
stressng-cpu-int128float,2014.501825,nibbler.soe.ucsc.edu,quota-7116,false,cpu,rep-1,2554.805847,1.2682072635997736
stressng-cpu-int128float,2014.501825,nibbler.soe.ucsc.edu,quota-7116,false,cpu,rep-2,2580.790709,1.2811061657886558
stressng-cpu-int128float,2014.501825,nibbler.soe.ucsc.edu,without,false,cpu,1,5324.678672,2.6431739132328658
stressng-cpu-int128float,2014.501825,nibbler.soe.ucsc.edu,without,false,cpu,2,5322.347846,2.642016889709196
stressng-cpu-int128double,1352.019703,192.168.140.82,quota-7111,false,cpu,rep-1,1489.785686,1.101896431460511
stressng-cpu-int128double,1352.019703,192.168.140.82,quota-7111,false,cpu,rep-2,1495.898643,1.10641778346924
stressng-cpu-int128double,1352.019703,192.168.140.82,without,false,cpu,1,2824.798316,2.0893174187713743
stressng-cpu-int128double,1352.019703,192.168.140.82,without,false,cpu,2,2827.430769,2.091264471017846
stressng-cpu-int128double,1352.019703,192.168.140.86,quota-6352,false,cpu,rep-1,1374.109632,1.0163384667775066
stressng-cpu-int128double,1352.019703,192.168.140.86,quota-6352,false,cpu,rep-2,1359.403533,1.0054613331326578
stressng-cpu-int128double,1352.019703,192.168.140.86,without,false,cpu,1,3841.092307,2.8410032031907453
stressng-cpu-int128double,1352.019703,192.168.140.86,without,false,cpu,2,3841.4139090000003,2.8412410710260194
stressng-cpu-int128double,1352.019703,clnode056.clemson.cloudlab.us,quota-7009,false,cpu,rep-1,1369.816578,1.0131631772528984
stressng-cpu-int128double,1352.019703,clnode056.clemson.cloudlab.us,quota-7009,false,cpu,rep-2,1377.379607,1.0187570520930493
stressng-cpu-int128double,1352.019703,clnode056.clemson.cloudlab.us,without,false,cpu,1,2737.352097,2.0246392052764337
stressng-cpu-int128double,1352.019703,clnode056.clemson.cloudlab.us,without,false,cpu,2,2727.456366,2.017319984278365
stressng-cpu-int128double,1352.019703,dwill.soe.ucsc.edu,quota-5465,false,cpu,rep-1,2184.7713510000003,1.6159315919377548
stressng-cpu-int128double,1352.019703,dwill.soe.ucsc.edu,quota-5465,false,cpu,rep-2,2191.06756,1.6205884833913549
stressng-cpu-int128double,1352.019703,dwill.soe.ucsc.edu,without,false,cpu,1,4067.77847,3.0086680400988213
stressng-cpu-int128double,1352.019703,dwill.soe.ucsc.edu,without,false,cpu,2,4067.90805,3.008763881897363
stressng-cpu-int128double,1352.019703,nibbler.soe.ucsc.edu,quota-7116,false,cpu,rep-1,1746.411673,1.2917057858882401
stressng-cpu-int128double,1352.019703,nibbler.soe.ucsc.edu,quota-7116,false,cpu,rep-2,1666.8,1.23282227049024
stressng-cpu-int128double,1352.019703,nibbler.soe.ucsc.edu,without,false,cpu,1,3652.594862,2.7015840478472675
stressng-cpu-int128double,1352.019703,nibbler.soe.ucsc.edu,without,false,cpu,2,3642.3006950000004,2.693970129960451
stressng-cpu-int128double,1352.341996,192.168.140.82,quota-7111,false,cpu,rep-1,1489.785686,1.1016338251762758
stressng-cpu-int128double,1352.341996,192.168.140.82,quota-7111,false,cpu,rep-2,1495.898643,1.1061540996468469
stressng-cpu-int128double,1352.341996,192.168.140.82,without,false,cpu,1,2824.798316,2.0888194882324718
stressng-cpu-int128double,1352.341996,192.168.140.82,without,false,cpu,2,2827.430769,2.090766076453341
stressng-cpu-int128double,1352.341996,192.168.140.86,quota-6352,false,cpu,rep-1,1374.109632,1.016096250848073
stressng-cpu-int128double,1352.341996,192.168.140.86,quota-6352,false,cpu,rep-2,1359.403533,1.0052217094646818
stressng-cpu-int128double,1352.341996,192.168.140.86,without,false,cpu,1,3841.092307,2.8403261293084916
stressng-cpu-int128double,1352.341996,192.168.140.86,without,false,cpu,2,3841.4139090000003,2.840563940454601
stressng-cpu-int128double,1352.341996,clnode056.clemson.cloudlab.us,quota-7009,false,cpu,rep-1,1369.816578,1.0129217180651688
stressng-cpu-int128double,1352.341996,clnode056.clemson.cloudlab.us,quota-7009,false,cpu,rep-2,1377.379607,1.0185142597612564
stressng-cpu-int128double,1352.341996,clnode056.clemson.cloudlab.us,without,false,cpu,1,2737.352097,2.0241566889859417
stressng-cpu-int128double,1352.341996,clnode056.clemson.cloudlab.us,without,false,cpu,2,2727.456366,2.0168392123200762
stressng-cpu-int128double,1352.341996,dwill.soe.ucsc.edu,quota-5465,false,cpu,rep-1,2184.7713510000003,1.615546479708673
stressng-cpu-int128double,1352.341996,dwill.soe.ucsc.edu,quota-5465,false,cpu,rep-2,2191.06756,1.6202022613220686
stressng-cpu-int128double,1352.341996,dwill.soe.ucsc.edu,without,false,cpu,1,4067.77847,3.007951007978606
stressng-cpu-int128double,1352.341996,dwill.soe.ucsc.edu,without,false,cpu,2,4067.90805,3.0080468269359284
stressng-cpu-int128double,1352.341996,nibbler.soe.ucsc.edu,quota-7116,false,cpu,rep-1,1746.411673,1.291397943837869
stressng-cpu-int128double,1352.341996,nibbler.soe.ucsc.edu,quota-7116,false,cpu,rep-2,1666.8,1.2325284616835932
stressng-cpu-int128double,1352.341996,nibbler.soe.ucsc.edu,without,false,cpu,1,3652.594862,2.700940200632503
stressng-cpu-int128double,1352.341996,nibbler.soe.ucsc.edu,without,false,cpu,2,3642.3006950000004,2.693328097310675
stressng-cpu-int128longdouble,416.967601,192.168.140.82,quota-7111,false,cpu,rep-1,298.692558,0.7163447646379605
stressng-cpu-int128longdouble,416.967601,192.168.140.82,quota-7111,false,cpu,rep-2,300.473078,0.7206149285445321
stressng-cpu-int128longdouble,416.967601,192.168.140.82,without,false,cpu,1,565.586826,1.3564287120715643
stressng-cpu-int128longdouble,416.967601,192.168.140.82,without,false,cpu,2,562.32842,1.3486141816567663
stressng-cpu-int128longdouble,416.967601,192.168.140.86,quota-6352,false,cpu,rep-1,403.259235,0.9671236662821675
stressng-cpu-int128longdouble,416.967601,192.168.140.86,quota-6352,false,cpu,rep-2,399.17485600000003,0.9573282313605944
stressng-cpu-int128longdouble,416.967601,192.168.140.86,without,false,cpu,1,1124.817884,2.697614589964269
stressng-cpu-int128longdouble,416.967601,192.168.140.86,without,false,cpu,2,1125.976027,2.7003921271091755
stressng-cpu-int128longdouble,416.967601,clnode056.clemson.cloudlab.us,quota-7009,false,cpu,rep-1,403.50543500000003,0.9677141198315791
stressng-cpu-int128longdouble,416.967601,clnode056.clemson.cloudlab.us,quota-7009,false,cpu,rep-2,402.629478,0.9656133403036271
stressng-cpu-int128longdouble,416.967601,clnode056.clemson.cloudlab.us,without,false,cpu,1,801.7378570000001,1.922782142011077
stressng-cpu-int128longdouble,416.967601,clnode056.clemson.cloudlab.us,without,false,cpu,2,801.001127,1.921015266123758
stressng-cpu-int128longdouble,416.967601,dwill.soe.ucsc.edu,quota-5465,false,cpu,rep-1,635.998287,1.525294256615396
stressng-cpu-int128longdouble,416.967601,dwill.soe.ucsc.edu,quota-5465,false,cpu,rep-2,636.1839679999999,1.5257395693916274
stressng-cpu-int128longdouble,416.967601,dwill.soe.ucsc.edu,without,false,cpu,1,1173.71535,2.8148838115602173
stressng-cpu-int128longdouble,416.967601,dwill.soe.ucsc.edu,without,false,cpu,2,1173.202126,2.813652962931285
stressng-cpu-int128longdouble,416.967601,nibbler.soe.ucsc.edu,quota-7116,false,cpu,rep-1,486.682827,1.1671957865138782
stressng-cpu-int128longdouble,416.967601,nibbler.soe.ucsc.edu,quota-7116,false,cpu,rep-2,490.333014,1.1759499127127626
stressng-cpu-int128longdouble,416.967601,nibbler.soe.ucsc.edu,without,false,cpu,1,1016.866834,2.438719055296577
stressng-cpu-int128longdouble,416.967601,nibbler.soe.ucsc.edu,without,false,cpu,2,1015.420883,2.435251277472755
stressng-cpu-int128longdouble,414.129641,192.168.140.82,quota-7111,false,cpu,rep-1,298.692558,0.7212537534834412
stressng-cpu-int128longdouble,414.129641,192.168.140.82,quota-7111,false,cpu,rep-2,300.473078,0.7255531800970508
stressng-cpu-int128longdouble,414.129641,192.168.140.82,without,false,cpu,1,565.586826,1.3657240873516705
stressng-cpu-int128longdouble,414.129641,192.168.140.82,without,false,cpu,2,562.32842,1.3578560052889332
stressng-cpu-int128longdouble,414.129641,192.168.140.86,quota-6352,false,cpu,rep-1,403.259235,0.9737512002914083
